"id","parent_id","type","subtype","code","name","is_group","is_selectable","est_count","domain_id","concept_id","has_attribute","path","synonyms"
350912,0,"SNOMED","CM",404684003,"Clinical finding",1,0,-1,"Condition",441840,0,"","Clinical finding|404684003|Clinical finding (finding)|Clinical finding (finding)|Clinical finding|Clinical finding|[rank1]"
350913,350912,"SNOMED","CM",131148009,"Bleeding",1,0,-1,"Condition",437312,0,350912,"Bleeding|131148009|Bleeding|Bleeding|Bleeding (finding)|Bleeding (finding)|Hemorrhage|Hemorrhage|Haemorrhage|Haemorrhage|[rank1]"
350914,350912,"SNOMED","CM",313413008,"Calculus finding",1,0,-1,"Condition",4196732,0,350912,"Calculus finding|313413008|Calculus observation|Calculus observation|Calculus finding (finding)|Calculus finding (finding)|Calculus finding|Calculus finding|[rank1]"
350915,350912,"SNOMED","CM",250171008,"Clinical history and observation findings",1,0,-1,"Condition",4094294,0,350912,"Clinical history and observation findings|250171008|Clinical history and observation findings (finding)|Clinical history and observation findings (finding)|Clinical history and observation findings|Clinical history and observation findings|Clinical history and observations|Clinical history and observations|[rank1]"
350916,350912,"SNOMED","CM",3415004,"Cyanosis",1,0,-1,"Condition",438555,0,350912,"Cyanosis|3415004|Cyanosis (finding)|Cyanosis (finding)|Cyanosis|Cyanosis|[rank1]"
350917,350912,"SNOMED","CM",417893002,"Deformity",1,0,-1,"Condition",4168498,0,350912,"Deformity|417893002|Deformity (finding)|Deformity (finding)|Deformity|Deformity|[rank1]"
350918,350912,"SNOMED","CM",64572001,"Disease",1,0,-1,"Condition",4274025,0,350912,"Disease|64572001|Syndrome|Disease AND/OR syndrome present|Syndrome|Disease AND/OR syndrome present|Disorders|Disorders|Disease (disorder)|Diseases|Disease (disorder)|Diseases|Disease|Disease|Disorder|Disorder|Clinical disease AND/OR syndrome present|Clinical disease AND/OR syndrome present|Clinical disease AND/OR syndrome|Clinical disease AND/OR syndrome|[rank1]"
350919,350912,"SNOMED","CM",267038008,"Edema",1,0,-1,"Condition",433595,0,350912,"Edema|267038008|Edema (finding)|Edema|Edema (finding)|Edema|Oedema|Oedema|Interstitial oedema|Interstitial oedema|Interstitial edema|Interstitial edema|[rank1]"
350920,350912,"SNOMED","CM",419026008,"Effect of exposure to physical force",1,0,-1,"Condition",4167864,0,350912,"Effect of exposure to physical force|419026008|Effect of exposure to physical force (finding)|Effect of exposure to physical force (finding)|Effect of exposure to physical force|Effect of exposure to physical force|[rank1]"
350921,350912,"SNOMED","CM",247441003,"Erythema",1,0,-1,"Condition",137193,0,350912,"Erythema|247441003|Erythema (finding)|Erythema (finding)|Erythema - observation|Erythema - observation|Erythema|Erythema|[rank1]"
