"id","parent_id","type","subtype","code","name","is_group","is_selectable","est_count","domain_id","concept_id","has_attribute","path"
325033,0,"VISIT","","","Emergency Room Visit",1,1,501263,"Visit",9203,0,""
325034,0,"VISIT","","","Emergency Room and Inpatient Visit",0,1,0,"Visit",262,0,""
325035,0,"VISIT","","","Inpatient Visit",1,1,432068,"Visit",9201,0,""
325036,0,"VISIT","","","Intensive Care",1,1,0,"Visit",32037,0,""
325037,0,"VISIT","","","Long Term Care Visit",1,1,0,"Visit",42898160,0,""
325038,0,"VISIT","","","Outpatient Visit",1,1,1763346,"Visit",9202,0,""
325039,0,"VISIT","","","Pharmacy visit",1,1,0,"Visit",581458,0,""
325040,0,"VISIT","","","Rehabilitation Visit",1,1,0,"Visit",581479,0,""
325041,325038,"VISIT","","","Ambulance Visit",1,1,0,"Visit",581478,0,325038
325042,325038,"VISIT","","","Home Visit",1,1,0,"Visit",581476,0,325038
325043,325038,"VISIT","","","Laboratory Visit",1,1,0,"Visit",32036,0,325038
325044,325038,"VISIT","","","Office Visit",1,1,0,"Visit",581477,0,325038
325045,325042,"VISIT","","","Adult Living Care Facility",0,1,0,"Visit",8882,0,325038.325042
325046,325041,"VISIT","","","Ambulance - Air or Water",0,1,0,"Visit",8850,0,325038.325041
325047,325041,"VISIT","","","Ambulance - Land",0,1,0,"Visit",8668,0,325038.325041
325048,325038,"VISIT","","","Ambulatory Surgical Center",0,1,0,"Visit",8883,0,325038
325049,325042,"VISIT","","","Assisted Living Facility",0,1,0,"Visit",8615,0,325038.325042
325050,325038,"VISIT","","","Birthing Center",0,1,0,"Visit",8650,0,325038
325051,325038,"VISIT","","","Community Mental Health Center",0,1,0,"Visit",8964,0,325038
325052,325040,"VISIT","","","Comprehensive Inpatient Rehabilitation Facility",0,1,0,"Visit",8920,0,325040
325053,325035,"VISIT","","","Comprehensive Inpatient Rehabilitation Facility",0,1,0,"Visit",8920,0,325035
325054,325040,"VISIT","","","Comprehensive Outpatient Rehabilitation Facility",0,1,0,"Visit",8947,0,325040
325055,325038,"VISIT","","","Comprehensive Outpatient Rehabilitation Facility",0,1,0,"Visit",8947,0,325038
325056,325042,"VISIT","","","Custodial Care Facility",0,1,0,"Visit",8827,0,325038.325042
325057,325033,"VISIT","","","Emergency Room - Hospital",0,1,0,"Visit",8870,0,325033
325058,325036,"VISIT","","","Emergency Room Critical Care Facility",0,1,0,"Visit",581381,0,325036
325059,325033,"VISIT","","","Emergency Room Critical Care Facility",0,1,0,"Visit",581381,0,325033
325060,325038,"VISIT","","","End-Stage Renal Disease Treatment Facility",0,1,0,"Visit",8949,0,325038
325061,325044,"VISIT","","","Federally Qualified Health Center",0,1,0,"Visit",8966,0,325038.325044
325062,325042,"VISIT","","","Group Home",0,1,0,"Visit",8851,0,325038.325042
325063,325042,"VISIT","","","Home",0,1,0,"Visit",8536,0,325038.325042
325064,325042,"VISIT","","","Homeless Shelter",0,1,0,"Visit",8672,0,325038.325042
325065,325038,"VISIT","","","Hospice",0,1,0,"Visit",8546,0,325038
325066,325044,"VISIT","","","Independent Clinic",0,1,0,"Visit",8716,0,325038.325044
325067,325043,"VISIT","","","Independent Laboratory",0,1,0,"Visit",8809,0,325038.325043
325068,325038,"VISIT","","","Indian Health Service Free-standing Facility",0,1,0,"Visit",8968,0,325038
325069,325038,"VISIT","","","Indian Health Service Provider-based Facility",0,1,0,"Visit",8969,0,325038
325070,325036,"VISIT","","","Inpatient Cardiac Care Facility",0,1,0,"Visit",581383,0,325036
325071,325035,"VISIT","","","Inpatient Cardiac Care Facility",0,1,0,"Visit",581383,0,325035
325072,325036,"VISIT","","","Inpatient Critical Care Facility",0,1,0,"Visit",581379,0,325036
325073,325035,"VISIT","","","Inpatient Critical Care Facility",0,1,0,"Visit",581379,0,325035
325074,325035,"VISIT","","","Inpatient Hospital",0,1,0,"Visit",8717,0,325035
325075,325036,"VISIT","","","Inpatient Intensive Care Facility",0,1,0,"Visit",581382,0,325036
325076,325035,"VISIT","","","Inpatient Intensive Care Facility",0,1,0,"Visit",581382,0,325035
325077,325037,"VISIT","","","Inpatient Long-term Care",0,1,0,"Visit",8970,0,325037
325078,325035,"VISIT","","","Inpatient Long-term Care",0,1,0,"Visit",8970,0,325035
325079,325035,"VISIT","","","Inpatient Nursery",0,1,0,"Visit",581384,0,325035
325080,325035,"VISIT","","","Inpatient Psychiatric Facility",0,1,0,"Visit",8971,0,325035
325081,325038,"VISIT","","","Intermediate Care Facility/Mentally Retarded",0,1,0,"Visit",8951,0,325038
325082,325044,"VISIT","","","Mass Immunization Center",0,1,0,"Visit",8858,0,325038.325044
